Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Supply total,Soybean oil,Crops,Million pounds,Market year,2028/29,28931
Total demand,Soybean oil,Crops,Million pounds,Market year,2017/18,23650
Total demand,Soybean oil,Crops,Million pounds,Market year,2018/19,24300
Total demand,Soybean oil,Crops,Million pounds,Market year,2019/20,24475
Total demand,Soybean oil,Crops,Million pounds,Market year,2020/21,24600
Total demand,Soybean oil,Crops,Million pounds,Market year,2021/22,24775
Total demand,Soybean oil,Crops,Million pounds,Market year,2022/23,25025
Total demand,Soybean oil,Crops,Million pounds,Market year,2023/24,25350
Total demand,Soybean oil,Crops,Million pounds,Market year,2024/25,25800
Total demand,Soybean oil,Crops,Million pounds,Market year,2025/26,26075
Total demand,Soybean oil,Crops,Million pounds,Market year,2026/27,26350
Total demand,Soybean oil,Crops,Million pounds,Market year,2027/28,26625
Total demand,Soybean oil,Crops,Million pounds,Market year,2028/29,26875
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2017/18,302
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2018/19,438
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2019/20,885
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2020/21,723
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2021/22,565
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2022/23,445
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2023/24,360
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2024/25,318
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2025/26,306
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2026/27,317
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2027/28,323
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2028/29,333
Crush,Soybeans,Crops,Million bushels,Market year,2017/18,2055
Crush,Soybeans,Crops,Million bushels,Market year,2018/19,2070
Crush,Soybeans,Crops,Million bushels,Market year,2019/20,2075
Crush,Soybeans,Crops,Million bushels,Market year,2020/21,2100
Crush,Soybeans,Crops,Million bushels,Market year,2021/22,2120
Crush,Soybeans,Crops,Million bushels,Market year,2022/23,2140
Crush,Soybeans,Crops,Million bushels,Market year,2023/24,2160
Crush,Soybeans,Crops,Million bushels,Market year,2024/25,2190
Crush,Soybeans,Crops,Million bushels,Market year,2025/26,2215
Crush,Soybeans,Crops,Million bushels,Market year,2026/27,2240
Crush,Soybeans,Crops,Million bushels,Market year,2027/28,2265
Crush,Soybeans,Crops,Million bushels,Market year,2028/29,2285
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2017/18,2.27
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2018/19,2.2
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2019/20,2.38
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2020/21,2.44
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2021/22,2.48
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2022/23,2.52
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2023/24,2.56
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2024/25,2.61
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2025/26,2.66
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2026/27,2.7
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2027/28,2.74
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2028/29,2.79
Ending stocks,Soybeans,Crops,Million bushels,Market year,2017/18,438
Ending stocks,Soybeans,Crops,Million bushels,Market year,2018/19,885
Ending stocks,Soybeans,Crops,Million bushels,Market year,2019/20,723
Ending stocks,Soybeans,Crops,Million bushels,Market year,2020/21,565
Ending stocks,Soybeans,Crops,Million bushels,Market year,2021/22,445
Ending stocks,Soybeans,Crops,Million bushels,Market year,2022/23,360
Ending stocks,Soybeans,Crops,Million bushels,Market year,2023/24,318
Ending stocks,Soybeans,Crops,Million bushels,Market year,2024/25,306
Ending stocks,Soybeans,Crops,Million bushels,Market year,2025/26,317
Ending stocks,Soybeans,Crops,Million bushels,Market year,2026/27,323
Ending stocks,Soybeans,Crops,Million bushels,Market year,2027/28,333
Ending stocks,Soybeans,Crops,Million bushels,Market year,2028/29,338
Exports,Soybeans,Crops,Million bushels,Market year,2017/18,2129
Exports,Soybeans,Crops,Million bushels,Market year,2018/19,2060
Exports,Soybeans,Crops,Million bushels,Market year,2019/20,2075
Exports,Soybeans,Crops,Million bushels,Market year,2020/21,2090
Exports,Soybeans,Crops,Million bushels,Market year,2021/22,2100
Exports,Soybeans,Crops,Million bushels,Market year,2022/23,2110
Exports,Soybeans,Crops,Million bushels,Market year,2023/24,2120
Exports,Soybeans,Crops,Million bushels,Market year,2024/25,2130
Exports,Soybeans,Crops,Million bushels,Market year,2025/26,2155
Exports,Soybeans,Crops,Million bushels,Market year,2026/27,2180
Exports,Soybeans,Crops,Million bushels,Market year,2027/28,2225
Exports,Soybeans,Crops,Million bushels,Market year,2028/29,2255
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2017/18,9.33
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2018/19,8.6
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2019/20,8.75
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2020/21,9.15
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2021/22,9.55
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2022/23,9.95
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2023/24,9.9
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2024/25,9.7
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2025/26,9.65
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2026/27,9.45
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2027/28,9.45
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2028/29,9.45
Harvested acres,Soybeans,Crops,Million acres,Market year,2017/18,89.5
Harvested acres,Soybeans,Crops,Million acres,Market year,2018/19,88.3
Harvested acres,Soybeans,Crops,Million acres,Market year,2019/20,81.8
Harvested acres,Soybeans,Crops,Million acres,Market year,2020/21,81.8
Harvested acres,Soybeans,Crops,Million acres,Market year,2021/22,82.3
Harvested acres,Soybeans,Crops,Million acres,Market year,2022/23,82.7
Harvested acres,Soybeans,Crops,Million acres,Market year,2023/24,83.2
Harvested acres,Soybeans,Crops,Million acres,Market year,2024/25,83.7
Harvested acres,Soybeans,Crops,Million acres,Market year,2025/26,84.2
Harvested acres,Soybeans,Crops,Million acres,Market year,2026/27,84.2
Harvested acres,Soybeans,Crops,Million acres,Market year,2027/28,84.7
Harvested acres,Soybeans,Crops,Million acres,Market year,2028/29,84.7
Imports,Soybeans,Crops,Million bushels,Market year,2017/18,22
Imports,Soybeans,Crops,Million bushels,Market year,2018/19,25
Imports,Soybeans,Crops,Million bushels,Market year,2019/20,25
Imports,Soybeans,Crops,Million bushels,Market year,2020/21,25
Imports,Soybeans,Crops,Million bushels,Market year,2021/22,25
Imports,Soybeans,Crops,Million bushels,Market year,2022/23,25
Imports,Soybeans,Crops,Million bushels,Market year,2023/24,25
Imports,Soybeans,Crops,Million bushels,Market year,2024/25,25
Imports,Soybeans,Crops,Million bushels,Market year,2025/26,25
Imports,Soybeans,Crops,Million bushels,Market year,2026/27,25
Imports,Soybeans,Crops,Million bushels,Market year,2027/28,25
Imports,Soybeans,Crops,Million bushels,Market year,2028/29,25
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2017/18,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2018/19,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2019/20,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2020/21,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2021/22,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2022/23,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2023/24,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2024/25,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2025/26,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2026/27,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2027/28,5
Loan rate,Soybeans,Crops,Dollars per bushel,Market year,2028/29,5
Planted acres,Soybeans,Crops,Million acres,Market year,2017/18,90.1
Planted acres,Soybeans,Crops,Million acres,Market year,2018/19,89.1
Planted acres,Soybeans,Crops,Million acres,Market year,2019/20,82.5
Planted acres,Soybeans,Crops,Million acres,Market year,2020/21,82.5
Planted acres,Soybeans,Crops,Million acres,Market year,2021/22,83
Planted acres,Soybeans,Crops,Million acres,Market year,2022/23,83.5
Planted acres,Soybeans,Crops,Million acres,Market year,2023/24,84
Planted acres,Soybeans,Crops,Million acres,Market year,2024/25,84.5
Planted acres,Soybeans,Crops,Million acres,Market year,2025/26,85
Planted acres,Soybeans,Crops,Million acres,Market year,2026/27,85
Planted acres,Soybeans,Crops,Million acres,Market year,2027/28,85.5
Planted acres,Soybeans,Crops,Million acres,Market year,2028/29,85.5
Production,Soybeans,Crops,Million bushels,Market year,2017/18,4411
Production,Soybeans,Crops,Million bushels,Market year,2018/19,4690
Production,Soybeans,Crops,Million bushels,Market year,2019/20,4090
Production,Soybeans,Crops,Million bushels,Market year,2020/21,4135
Production,Soybeans,Crops,Million bushels,Market year,2021/22,4205
Production,Soybeans,Crops,Million bushels,Market year,2022/23,4270
Production,Soybeans,Crops,Million bushels,Market year,2023/24,4345
Production,Soybeans,Crops,Million bushels,Market year,2024/25,4415
Production,Soybeans,Crops,Million bushels,Market year,2025/26,4490
Production,Soybeans,Crops,Million bushels,Market year,2026/27,4535
Production,Soybeans,Crops,Million bushels,Market year,2027/28,4610
Production,Soybeans,Crops,Million bushels,Market year,2028/29,4655
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2017/18,299
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2018/19,294
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2019/20,273
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2020/21,296
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2021/22,320
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2022/23,343
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2023/24,344
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2024/25,337
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2025/26,338
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2026/27,331
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2027/28,334
Returns over variable costs (net returns),Soybeans,Crops,Dollars per acre,Market year,2028/29,337
Seed & residual,Soybeans,Crops,Million bushels,Market year,2017/18,112
Seed & residual,Soybeans,Crops,Million bushels,Market year,2018/19,137
Seed & residual,Soybeans,Crops,Million bushels,Market year,2019/20,127
Seed & residual,Soybeans,Crops,Million bushels,Market year,2020/21,128
Seed & residual,Soybeans,Crops,Million bushels,Market year,2021/22,129
Seed & residual,Soybeans,Crops,Million bushels,Market year,2022/23,131
Seed & residual,Soybeans,Crops,Million bushels,Market year,2023/24,131
Seed & residual,Soybeans,Crops,Million bushels,Market year,2024/25,133
Seed & residual,Soybeans,Crops,Million bushels,Market year,2025/26,134
Seed & residual,Soybeans,Crops,Million bushels,Market year,2026/27,134
Seed & residual,Soybeans,Crops,Million bushels,Market year,2027/28,134
Seed & residual,Soybeans,Crops,Million bushels,Market year,2028/29,135
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2017/18,10.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2018/19,20.7
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2019/20,16.9
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2020/21,13.1
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2021/22,10.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2022/23,8.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2023/24,7.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2024/25,6.9
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2025/26,7
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2026/27,7.1
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2027/28,7.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2028/29,7.2
Supply total,Soybeans,Crops,Million bushels,Market year,2017/18,4734
Supply total,Soybeans,Crops,Million bushels,Market year,2018/19,5153
Supply total,Soybeans,Crops,Million bushels,Market year,2019/20,5000
Supply total,Soybeans,Crops,Million bushels,Market year,2020/21,4883
Supply total,Soybeans,Crops,Million bushels,Market year,2021/22,4795
Supply total,Soybeans,Crops,Million bushels,Market year,2022/23,4740
Supply total,Soybeans,Crops,Million bushels,Market year,2023/24,4730
Supply total,Soybeans,Crops,Million bushels,Market year,2024/25,4758
Supply total,Soybeans,Crops,Million bushels,Market year,2025/26,4821
Supply total,Soybeans,Crops,Million bushels,Market year,2026/27,4877
Supply total,Soybeans,Crops,Million bushels,Market year,2027/28,4958
Supply total,Soybeans,Crops,Million bushels,Market year,2028/29,5013
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2017/18,4296
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2018/19,4268
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2019/20,4277
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2020/21,4318
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2021/22,4349
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2022/23,4380
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2023/24,4412
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2024/25,4453
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2025/26,4503
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2026/27,4554
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2027/28,4625
Total use/disposition,Soybeans,Crops,Million bushels,Market year,2028/29,4675
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2017/18,161
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2018/19,163
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2019/20,165
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2020/21,166
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2021/22,168
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2022/23,171
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2023/24,173
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2024/25,175
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2025/26,177
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2026/27,178
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2027/28,180
Variable cost of production (per acre),Soybeans,Crops,Dollars,Market year,2028/29,182
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2017/18,3.27
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2018/19,3.07
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2019/20,3.3
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2020/21,3.28
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2021/22,3.29
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2022/23,3.31
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2023/24,3.31
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2024/25,3.32
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2025/26,3.32
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2026/27,3.3
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2027/28,3.31
Variable cost of production (per bushel),Soybeans,Crops,Dollars,Market year,2028/29,3.31
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2017/18,49.3
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2018/19,53.1
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2019/20,50
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2020/21,50.55
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2021/22,51.1
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2022/23,51.65
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2023/24,52.2
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2024/25,52.75
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2025/26,53.3
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2026/27,53.85
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2027/28,54.4
Yield/harvested acre,Soybeans,Crops,Bushels,Market year,2028/29,54.95
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2017/18,279
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2018/19,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019/20,300
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020/21,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021/22,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022/23,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023/24,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024/25,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025/26,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026/27,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027/28,310
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028/29,310
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2017/18,5353
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2018/19,5339
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019/20,5418
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020/21,5408
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021/22,5416
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022/23,5416
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023/24,5409
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024/25,5413
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025/26,5428
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026/27,5444
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027/28,5469
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028/29,5496
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2017/18,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2018/19,300
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019/20,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020/21,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021/22,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022/23,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023/24,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024/25,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025/26,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026/27,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027/28,310
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028/29,310
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2017/18,622
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2018/19,595
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019/20,585
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020/21,598
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021/22,599
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022/23,599
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023/24,598
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024/25,598
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025/26,600
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026/27,602
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027/28,605
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028/29,608
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2017/18,96.1
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2018/19,81.1
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2019/20,84.5
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2020/21,84.65
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2021/22,84.39
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2022/23,85.83
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2023/24,86.72
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2024/25,87.4
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2025/26,87.87
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2026/27,88.32
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2027/28,89.23
"Hen turkeys, National",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2028/29,90.08
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2017/18,5981
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2018/19,5899
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019/20,5985
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020/21,5978
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021/22,5987
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022/23,5986
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023/24,5979
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024/25,5984
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025/26,6000
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026/27,6017
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027/28,6045
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028/29,6075
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2017/18,6285
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2018/19,6234
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019/20,6313
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020/21,6316
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021/22,6325
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022/23,6324
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023/24,6317
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024/25,6322
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025/26,6338
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026/27,6355
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027/28,6383
Supply total,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028/29,6413
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2017/18,64.5
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2018/19,52.6
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2019/20,52.33
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2020/21,52.42
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2021/22,52.26
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2022/23,53.15
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2023/24,53.7
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2024/25,54.12
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2025/26,54.41
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2026/27,54.69
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2027/28,55.25
"Turkey, farm",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2028/29,55.78
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2017/18,2686
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2018/19,4197
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2019/20,4806
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2020/21,6161
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2021/22,6116
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2022/23,5871
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2023/24,5826
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2024/25,5931
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2025/26,6036
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2026/27,6141
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2027/28,6246
Beginning stocks,Upland Cotton,Crops,Thousand bales,Market year,2028/29,6351
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2017/18,3198
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2018/19,3370
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2019/20,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2020/21,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2021/22,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2022/23,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2023/24,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2024/25,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2025/26,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2026/27,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2027/28,3400
Domestic,Upland Cotton,Crops,Thousand bales,Market year,2028/29,3400
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2017/18,4197
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2018/19,4806
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2019/20,6161
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2020/21,6116
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2021/22,5871
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2022/23,5826
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2023/24,5931
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2024/25,6036
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2025/26,6141
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2026/27,6246
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2027/28,6351
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2028/29,6456
Exports,Upland Cotton,Crops,Thousand bales,Market year,2017/18,15211
